"","OverallQual","TotalSF","logSalePrice","BldgType","LotArea","GrLivArea","TotRmsAbvGrd","BedroomAbvGr","salePriceCategory","logTotalSF"
"635",6,1056,11.8775685785581,"Duplex",6979,1056,4,0,"Medium",6.96224346426621
"636",6,2880,12.2060726455302,"2fmCon",10896,3395,14,8,"High",7.96554557312999
"637",2,800,11.0020998412042,"1Fam",6120,800,4,1,"Low",6.68461172766793
"638",5,1387,11.4403547721354,"2fmCon",6000,1387,7,3,"Low",7.23489842031483
"639",5,796,11.3504065354725,"1Fam",8777,796,4,2,"Low",6.67959918584438
"640",8,1567,12.4858271275094,"TwnhsE",3982,1567,7,1,"High",7.35691824235602
"641",8,1518,12.5208833853702,"TwnhsE",12677,1518,6,1,"High",7.32514895795557
"642",7,1929,12.3282902782544,"1Fam",7050,1929,7,3,"High",7.56475701290573
"643",8,2704,12.7512996960135,"1Fam",13860,2704,9,4,"High",7.90248743716286
"644",5,1620,11.9316357998284,"1Fam",10793,1620,7,4,"Medium",7.39018142822643
"645",9,1766,12.8236284465392,"1Fam",9187,1766,7,2,"High",7.47647238116391
"646",6,981,11.872346634577,"1Fam",10530,981,5,3,"Medium",6.88857245956536
"647",5,1048,11.4957793061353,"1Fam",7200,1048,7,3,"Low",6.95463886488099
"648",6,1094,11.9511803959014,"1Fam",10452,1094,5,3,"Medium",6.99759598298193
"649",6,1839,11.9511803959014,"1Fam",7700,1839,7,4,"Medium",7.51697722460432
"650",4,630,11.3445068133453,"Twnhs",1936,630,3,1,"Low",6.44571981938558
"651",7,1665,12.2353886998642,"1Fam",8125,1665,7,3,"High",7.41758040241454
"652",4,1510,11.5898865061064,"1Fam",9084,1510,7,4,"Low",7.31986492980897
"653",7,1716,12.1600287070288,"1Fam",8750,1716,7,2,"High",7.44775128004791
"654",6,1469,11.8130300574206,"1Fam",10320,1469,7,3,"Low",7.29233717617388
"655",8,2113,12.7656884334656,"1Fam",10437,2113,7,2,"High",7.65586401761606
"656",6,1092,11.3850920934603,"Twnhs",1680,1092,6,3,"Low",6.99576615630485
"657",5,1053,11.8879313655937,"1Fam",10007,1053,5,3,"Medium",6.95939851213398
"658",7,1502,11.9117015849276,"1Fam",7200,1502,6,3,"Medium",7.31455283232408
"659",6,1458,11.4876076569859,"1Fam",17503,1458,6,3,"Low",7.2848209125686
"660",5,1486,12.0257490913989,"1Fam",9937,1486,7,3,"Medium",7.3038432252777
"661",7,1935,12.1955171315907,"1Fam",12384,1935,7,3,"High",7.56786260546388
"662",8,2448,12.9042073676012,"1Fam",46589,2448,8,4,"High",7.80302664363222
"663",6,1392,11.6082356447746,"1Fam",13560,1392,5,2,"Low",7.23849684089437
"664",4,1181,11.8313791960888,"1Fam",10012,1181,6,3,"Low",7.07411681619736
"665",8,2097,12.9551274580284,"1Fam",20896,2097,8,1,"High",7.64826303090192
"666",8,1936,12.3480061414188,"1Fam",11194,1936,7,3,"High",7.56837926783652
"667",6,2380,11.7675676833438,"1Fam",18450,2380,7,3,"Low",7.77485576666552
"668",6,1679,12.173032791452,"1Fam",8125,1679,7,3,"High",7.42595365707754
"669",5,1437,12.0317192583854,"1Fam",14175,1437,6,3,"Medium",7.27031288607902
"670",4,1180,11.8313791960888,"1Fam",11600,1180,5,2,"Low",7.07326971745971
"671",6,1476,12.0639328783691,"1Fam",8633,1476,7,3,"Medium",7.29709100516042
"672",6,1369,11.5482926088075,"1Fam",6629,1369,6,3,"Low",7.22183582528845
"673",6,1208,12.0137007528827,"1Fam",11250,1208,6,3,"Medium",7.09672137849476
"674",6,1839,12.4587749990859,"1Fam",14442,1839,7,3,"High",7.51697722460432
"675",6,1136,11.8493977015914,"1Fam",9200,1136,5,3,"Medium",7.0352685992811
"676",6,1441,11.9083402372249,"Twnhs",2289,1441,7,3,"Medium",7.27309259599952
"677",4,1774,11.3736633976367,"1Fam",9600,1774,8,4,"Low",7.48099216286952
"678",5,792,11.6036798282387,"1Fam",9022,792,5,2,"Low",6.67456139181443
"679",8,2046,12.8279923168018,"1Fam",11844,2046,7,3,"High",7.62364194651157
"680",5,988,11.7636841833174,"1Fam",9945,988,5,3,"Low",6.89568269774787
"681",6,923,11.870599909242,"TwnhsE",8012,923,5,2,"Medium",6.82762923450285
"682",5,1520,11.9793853224676,"1Fam",4500,1520,6,3,"Medium",7.32646561384032
"683",6,1291,12.0610468734799,"1Fam",2887,1291,6,2,"Medium",7.16317239084664
"684",9,1668,12.5602444592508,"1Fam",11248,1668,7,3,"High",7.41938058291869
"685",7,1839,12.3059179804999,"1Fam",16770,1839,7,4,"High",7.51697722460432
"686",7,2090,12.2428866186529,"TwnhsE",5062,2090,6,3,"High",7.64491934495886
"687",7,1761,12.336552511981,"1Fam",10207,1761,7,3,"High",7.47363710849621
"688",7,1102,11.9103584013811,"TwnhsE",5105,1102,4,2,"Medium",7.00488198971286
"689",8,1419,12.8790171187726,"1Fam",8089,1419,7,2,"High",7.25770767716004
"690",6,1362,12.1792151913603,"TwnhsE",7577,1362,6,2,"High",7.21670948670946
"691",6,848,11.8565151693603,"TwnhsE",4426,848,3,1,"Medium",6.7428806357919
"692",10,4316,13.5344730282312,"1Fam",21535,4316,10,4,"High",8.37008432637803
"693",7,2519,12.7218858108072,"1Fam",26178,2519,9,4,"High",7.83161727635261
"694",5,1073,11.5943211031742,"1Fam",5400,1073,4,2,"Low",6.9782137426307
"695",5,1539,11.8600549960654,"1Fam",6120,1539,5,3,"Medium",7.33888813383888
"696",6,1137,12.0782392740203,"1Fam",13811,1137,5,2,"Medium",7.03614849375054
"697",5,616,11.3963916487143,"1Fam",6000,616,4,2,"Low",6.42324696353352
"698",5,1148,11.7239964350502,"1Fam",6420,1148,6,2,"Low",7.04577657687951
"699",5,894,11.8386256046095,"1Fam",8450,894,5,3,"Low",6.79570577517351
"700",7,1391,12.1858699382127,"TwnhsE",4282,1391,5,2,"High",7.23777819192344
"701",8,1800,12.6523597481586,"1Fam",14331,1800,7,3,"High",7.49554194388426
"702",7,1164,11.8493977015914,"1Fam",9600,1164,6,3,"Medium",7.05961762829138
"703",8,2576,12.7991757088645,"1Fam",12438,2576,10,4,"High",7.85399308722424
"704",5,1812,11.8493977015914,"2fmCon",7630,1812,8,4,"Medium",7.50218648660292
"705",7,1484,12.2690474446916,"1Fam",8400,1484,7,3,"High",7.30249642372733
"706",4,1092,10.9150884642146,"2fmCon",5600,1092,7,3,"Low",6.99576615630485
"707",7,1824,12.618182296357,"1Fam",115149,1824,5,2,"High",7.50878717063428
"708",8,1324,12.4450895460007,"TwnhsE",6240,1324,6,2,"High",7.18841273649695
"709",7,1456,12.0981533033107,"1Fam",9018,1456,8,3,"Medium",7.28344822875663
"710",5,904,11.6073261403917,"1Fam",7162,904,6,3,"Low",6.80682936039218
"711",3,729,10.8589989975636,"1Fam",4130,729,5,2,"Low",6.59167373200866
"712",4,1178,11.5403071417114,"1Fam",8712,1178,7,2,"Low",7.07157336421153
"713",8,1228,12.1495022940418,"TwnhsE",4671,1228,5,2,"Medium",7.11314210870709
"714",4,960,11.7675676833438,"2fmCon",9873,960,6,3,"Low",6.86693328446188
"715",6,1479,11.7791285057449,"1Fam",13517,1479,6,3,"Low",7.2991214627108
"716",6,1350,12.0137007528827,"1Fam",10140,1350,7,3,"Medium",7.20785987143248
"717",7,2554,11.979799201207,"1Fam",10800,2554,8,3,"Medium",7.84541603659248
"718",5,1178,11.9640010843304,"1Fam",10000,1178,5,3,"Medium",7.07157336421153
"719",7,2418,12.7396377562657,"1Fam",10542,2418,9,3,"High",7.79069603117474
"720",5,971,11.7636841833174,"1Fam",9920,971,5,3,"Low",6.87832646829133
"721",8,1742,12.5245263766487,"1Fam",6563,1742,5,2,"High",7.46278915741245
"722",6,848,11.870599909242,"TwnhsE",4426,848,3,1,"Medium",6.7428806357919
"723",4,864,11.7320609948869,"1Fam",8120,864,5,3,"Low",6.76157276880406
"724",4,1470,11.8130300574206,"1Fam",8172,1470,7,4,"Low",7.29301767977278
"725",9,1698,12.6760762747759,"1Fam",13286,1698,8,3,"High",7.43720636687129
"726",4,864,11.6994050319128,"1Fam",6960,864,5,3,"Low",6.76157276880406
"727",6,1680,12.3104326608544,"1Fam",21695,1680,5,3,"High",7.4265490723973
"728",7,1232,12.1781874420406,"1Fam",7314,1232,6,2,"High",7.11639414409346
"729",5,1776,11.6082356447746,"Duplex",11475,1776,9,4,"Low",7.48211892355212
"730",4,848,11.5424842672118,"1Fam",6240,1208,5,2,"Low",6.7428806357919
"731",8,1616,12.3737034869141,"TwnhsE",5389,1616,5,2,"High",7.38770923908104
"732",7,1146,12.1415341243926,"1Fam",9590,1146,6,3,"Medium",7.04403289727469
"733",7,2031,12.3126823805884,"1Fam",11404,2031,8,3,"High",7.61628356158038
"734",5,1144,11.7860013850326,"1Fam",10000,1144,6,3,"Low",7.04228617193974
"735",5,948,11.5898865061064,"1Fam",8978,948,6,3,"Low",6.85435450225502
"736",7,1768,12.0015054797889,"1Fam",10800,1768,6,2,"Medium",7.47760424319759
"737",3,1040,11.4457167152768,"Duplex",8544,1040,6,2,"Low",6.94697599213542
"738",8,1801,12.3879774488278,"1Fam",10463,1801,8,3,"High",7.49609734517596
"739",5,1200,12.0951410848229,"Duplex",10800,1200,5,3,"Medium",7.09007683577609
"740",7,1728,12.1547793511426,"1Fam",9313,1728,7,3,"High",7.454719949364
"741",5,1432,11.7905572015685,"1Fam",9600,1432,7,2,"Low",7.26682734752059
"742",6,912,11.8635823365834,"1Fam",6768,912,5,3,"Medium",6.81563999007433
"743",7,1349,12.0951410848229,"1Fam",8450,1349,6,3,"Medium",7.20711885620776
"744",5,1464,12.0725412529057,"1Fam",12886,1464,6,3,"Medium",7.28892769452126
"745",8,1337,12.1007121298723,"TwnhsE",5395,1337,5,2,"Medium",7.19818357710194
"746",8,2715,12.6108708646506,"1Fam",8963,2715,11,4,"High",7.90654723236804
"747",7,2256,12.3715870840077,"1Fam",8795,2256,8,4,"High",7.72134861261795
"748",7,2640,12.4911726372789,"1Fam",11700,2640,8,4,"High",7.87853419614036
"749",7,1720,12.4699741893166,"1Fam",10593,1720,7,3,"High",7.4500795698075
"750",4,1529,11.4927227576527,"1Fam",8405,1529,9,4,"Low",7.33236920592906
"751",4,1140,11.4772982873271,"1Fam",8800,1140,7,3,"Low",7.03878354138854
"752",7,1320,11.9953516142145,"1Fam",7750,1320,6,3,"Medium",7.18538701558042
"753",6,1494,12.2876526325226,"1Fam",9236,1494,6,3,"High",7.30921236569276
"754",8,2098,12.5263429075751,"1Fam",10240,2098,8,3,"High",7.64873978895624
"755",6,1026,11.9576112862317,"1Fam",7930,1026,5,3,"Medium",6.93342302573071
"756",6,1471,12.0581525154536,"TwnhsE",3230,1471,6,3,"Medium",7.29369772060144
"757",8,1768,12.2643415536542,"1Fam",10769,1768,7,3,"High",7.47760424319759
"758",6,1386,11.9760303525248,"1Fam",11616,1386,6,3,"Medium",7.23417717974985
"759",7,1501,12.0973732286068,"Twnhs",2280,1501,6,3,"Medium",7.31388683163346
"760",8,2531,12.5776362019627,"1Fam",12257,2531,9,4,"High",7.83636976054512
"761",6,864,11.7558716435806,"1Fam",9100,864,5,2,"Low",6.76157276880406
"762",5,1301,11.5129254649702,"1Fam",6911,1301,5,2,"Low",7.1708884785125
"763",7,1547,12.2793231072698,"1Fam",8640,1547,7,3,"High",7.34407285057307
"764",8,2365,12.7278382093345,"1Fam",9430,2365,8,3,"High",7.76853330092603
"765",8,1494,12.5061772379805,"TwnhsE",9549,1494,6,2,"High",7.30921236569276
"766",9,1506,12.4842042571701,"1Fam",14587,1506,6,2,"High",7.31721240835984
"767",7,1714,12.1884177102915,"1Fam",10421,1714,7,3,"High",7.44658509915773
"768",6,1750,11.982929094216,"1Fam",12508,1750,7,4,"Medium",7.46737106691756
"769",7,1836,12.2869011981928,"1Fam",9100,1836,8,3,"High",7.51534457118044
"770",8,3279,13.1956138391439,"1Fam",53504,3279,12,4,"High",8.09529377684465
"771",5,858,11.8122890421958,"1Fam",7252,858,5,2,"Low",6.75460409948796
"772",4,1220,11.5327280922664,"1Fam",8877,1220,6,2,"Low",7.1066061377273
"773",6,1117,11.580584113444,"1Fam",7819,1117,6,3,"Low",7.0184017990692
"774",5,912,11.6483301019764,"1Fam",10150,912,5,2,"Low",6.81563999007433
"775",8,1973,12.8866410438833,"1Fam",14226,1973,9,3,"High",7.58731050602262
"776",6,1204,11.9953516142145,"TwnhsE",4500,1204,5,2,"Medium",7.09340462586877
"777",7,1614,12.3081778684673,"1Fam",11210,1614,7,3,"High",7.38647084882989
"778",5,894,11.8670972786908,"1Fam",13350,894,5,3,"Medium",6.79570577517351
"779",5,2020,11.8775685785581,"Duplex",8400,2020,10,4,"Medium",7.61085279039525
"780",6,1004,11.8130300574206,"Duplex",10530,1004,4,2,"Low",6.91174730025167
"781",7,1253,12.0782392740203,"1Fam",7875,1253,6,3,"Medium",7.13329595489607
"782",6,1603,12.0776709307256,"1Fam",7153,1603,7,3,"Medium",7.37963215260955
"783",7,1430,12.1393985122622,"1Fam",16285,1430,6,3,"Medium",7.26542972325395
"784",5,1110,12.0167264737993,"1Fam",9101,1110,4,1,"Medium",7.01211529430638
"785",6,1484,11.7597855429018,"1Fam",6300,1484,9,3,"Low",7.30249642372733
"786",6,1342,11.9922604216448,"1Fam",9790,1342,7,3,"Medium",7.20191631753163
"787",5,1652,11.8422292121128,"1Fam",10800,1652,7,4,"Medium",7.40974195408092
"788",7,2084,12.3587937325478,"1Fam",10142,2084,8,4,"High",7.64204440287326
"789",4,901,11.5889601512462,"1Fam",6000,901,4,2,"Low",6.80350525760834
"790",6,2087,12.1415341243926,"1Fam",12205,2087,9,5,"Medium",7.6434829070772
"791",7,1145,11.9841783136164,"TwnhsE",3182,1145,5,2,"Medium",7.04315991598834
"792",6,1062,11.8968263951626,"1Fam",11333,1062,5,3,"Medium",6.96790920180188
"793",7,2013,12.5053991575767,"1Fam",9920,2013,8,3,"High",7.60738142563979
"794",8,1496,12.3238556811866,"1Fam",9158,1496,7,3,"High",7.31055015853442
"795",7,1895,12.1781874420406,"1Fam",10832,1895,7,3,"High",7.54697411751653
"796",6,1564,12.0494188354848,"1Fam",8400,1564,7,3,"Medium",7.35500192110526
"797",6,1285,11.8740903141818,"1Fam",8197,1285,7,3,"Medium",7.15851399732932
"798",5,773,11.6082356447746,"1Fam",7677,773,4,2,"Low",6.65027904858742
"799",9,3140,13.0919041699196,"1Fam",13518,3140,11,4,"High",8.0519780789023
"800",5,1768,12.0725412529057,"1Fam",7200,1768,7,3,"Medium",7.47760424319759
"801",6,1688,12.2060726455302,"1Fam",12798,1688,8,4,"High",7.4312996751559
"802",4,1196,11.6073261403917,"1Fam",4800,1196,5,2,"Low",7.08673793451058
"803",7,1456,12.1495022940418,"1Fam",8199,1456,7,3,"Medium",7.28344822875663
"804",9,2822,13.2758275359155,"1Fam",13891,2822,12,4,"High",7.94520113241276
"805",5,1128,11.6784399034478,"1Fam",9000,1128,5,2,"Low",7.028201432058
"806",7,1428,12.3356964133237,"1Fam",12274,1428,6,3,"High",7.26403014289953
"807",5,980,11.8167269193019,"1Fam",9750,980,6,3,"Low",6.88755257166462
"808",5,1576,12.3171666930358,"1Fam",21384,1576,6,3,"High",7.36264527041782
"809",5,1086,11.9826165453777,"1Fam",13400,1086,6,3,"Medium",6.99025650049388
"810",5,2138,11.5711943730942,"1Fam",8100,2138,11,2,"Low",7.66762609158499
"811",6,1309,12.106252310248,"1Fam",10140,1309,5,3,"Medium",7.1770187659099
"812",6,848,11.8810347865346,"TwnhsE",4438,848,4,1,"Medium",6.7428806357919
"813",5,1044,10.9329819619041,"1Fam",8712,1044,4,2,"Low",6.95081476844258
"814",6,1442,11.9697172002437,"1Fam",9750,1442,7,4,"Medium",7.27378631784489
"815",5,1250,11.6613454700885,"1Fam",8248,1250,7,3,"Low",7.13089883029635
"816",7,1661,12.3234111379474,"1Fam",12137,1661,6,3,"High",7.41517510961329
"817",5,1008,11.8277362048103,"1Fam",11425,1008,4,2,"Low",6.91572344863131
"818",8,1689,12.5098740998618,"1Fam",13265,1689,7,3,"High",7.4318919168078
"819",6,1052,11.9511803959014,"1Fam",8816,1052,6,3,"Medium",6.95844839329766
"820",7,1358,12.3194013308372,"TwnhsE",6371,1358,6,2,"High",7.21376830811864
"821",7,1640,12.1172414318236,"1Fam",7226,1640,6,3,"Medium",7.40245152081824
"822",4,936,11.4403547721354,"2fmCon",6000,936,4,2,"Low",6.84161547647759
"823",7,1733,12.3238556811866,"1Fam",12394,1733,7,3,"High",7.45760928971561
"824",6,1489,11.8458198802436,"1Fam",9900,1489,7,3,"Medium",7.30586003268401
"825",8,1489,12.3570755190667,"1Fam",11216,1489,7,3,"High",7.30586003268401
"826",10,2084,12.8609986132699,"1Fam",14803,2084,7,2,"High",7.64204440287326
"827",5,784,11.6036798282387,"1Fam",6130,784,5,2,"Low",6.66440902035041
"828",7,1434,12.1495022940418,"1Fam",8529,1434,6,3,"Medium",7.26822302115957
"829",5,2126,12.1281111040605,"1Fam",28698,2126,7,3,"Medium",7.66199755890189
"830",7,1143,11.9009052587374,"Twnhs",2544,1223,4,2,"Medium",7.04141166379481
"831",6,1392,12.0197430673387,"1Fam",11900,1392,6,3,"Medium",7.23849684089437
"832",7,1120,11.9250351157971,"TwnhsE",3180,1200,4,2,"Medium",7.02108396428914
"833",7,1829,12.3758154201173,"1Fam",9548,1829,7,3,"High",7.51152464839087
"834",6,1516,12.0257490913989,"1Fam",10004,1516,6,3,"Medium",7.32383056620232
"835",5,1144,11.8490404949436,"1Fam",7875,1144,6,3,"Medium",7.04228617193974
"836",4,1067,11.7597855429018,"1Fam",9600,1067,4,2,"Low",6.97260625130175
"837",5,1559,11.9414558460094,"1Fam",8100,1559,5,2,"Medium",7.35179986905778
"838",6,987,11.5129254649702,"Twnhs",1680,987,5,2,"Low",6.89467003943348
"839",5,1099,11.8775685785581,"1Fam",9525,1099,6,3,"Medium",7.00215595440362
"840",5,1200,11.7791285057449,"1Fam",11767,1200,6,3,"Low",7.09007683577609
"841",6,1482,11.8493977015914,"1Fam",12155,1482,7,4,"Medium",7.30114780585603
"842",5,1539,11.9671807372478,"1Fam",10440,1539,8,3,"Medium",7.33888813383888
"843",6,1165,12.0719696610067,"1Fam",9020,1165,6,3,"Medium",7.0604763659998
"844",5,1800,11.8565151693603,"Duplex",8000,1800,10,6,"Medium",7.49554194388426
"845",5,1416,11.944058319827,"1Fam",12665,1416,7,4,"Medium",7.25559127425367
"846",5,1701,12.0494188354848,"1Fam",16647,1701,6,3,"Medium",7.43897159239586
"847",7,1775,12.2690474446916,"1Fam",9317,1775,7,3,"High",7.48155570190952
"848",5,864,11.8018567568224,"1Fam",15523,864,5,3,"Low",6.76157276880406
"849",6,2358,12.3883942023241,"1Fam",45600,2358,10,5,"High",7.76556908109732
"850",6,1855,12.1388638958367,"1Fam",9600,1855,7,3,"Medium",7.52563997504154
"851",6,848,11.7867621306,"TwnhsE",4435,848,3,1,"Low",6.7428806357919
"852",8,1456,12.2783933071098,"TwnhsE",3196,1456,7,2,"High",7.28344822875663
"853",7,1646,12.0076217068063,"1Fam",7128,1646,7,4,"Medium",7.40610338123702
"854",6,1445,11.9703503120091,"1Fam",12095,1445,7,3,"Medium",7.27586460054653
"855",5,1779,12.0435537160324,"1Fam",17920,1779,6,3,"Medium",7.48380668766583
"856",5,1040,11.7519423654407,"1Fam",6897,1040,6,3,"Low",6.94697599213542
"857",6,1026,11.8981878657609,"1Fam",10970,1026,5,3,"Medium",6.93342302573071
"858",6,1481,12.0668105781967,"1Fam",8125,1481,6,3,"Medium",7.3004728142678
"859",7,1370,11.9316357998284,"1Fam",10400,1370,6,3,"Medium",7.22256601882217
"860",6,2654,12.4292161968444,"1Fam",11029,2654,9,4,"High",7.88382321489215
"861",7,1426,12.1545161586158,"1Fam",7642,1426,7,3,"High",7.26262860097424
"862",5,1039,11.7867621306,"2fmCon",11625,1039,6,3,"Low",6.94601399109923
"863",6,1097,11.9316357998284,"1Fam",9672,1097,6,3,"Medium",7.00033446027523
"864",5,1148,11.7943379244084,"1Fam",7931,1148,6,3,"Low",7.04577657687951
"865",7,1372,12.4315335097995,"1Fam",8640,1372,6,3,"High",7.22402480828583
"866",5,1002,11.9083402372249,"1Fam",8750,1002,5,3,"Medium",6.90975328164481
"867",8,1646,12.4248064883557,"1Fam",10656,1646,6,3,"High",7.40610338123702
"868",4,1120,11.7675676833438,"1Fam",6970,1120,5,3,"Low",7.02108396428914
"869",5,2267,12.0376539939052,"1Fam",14762,2320,7,2,"Medium",7.72621265050753
"870",7,1949,12.3715870840077,"1Fam",9938,1949,8,3,"High",7.57507169950756
"871",5,894,11.6036798282387,"1Fam",6600,894,5,2,"Low",6.79570577517351
"872",6,1682,12.2085695257288,"1Fam",8750,1682,7,3,"High",7.42773884053289
"873",5,910,11.6613454700885,"1Fam",8892,910,5,3,"Low",6.8134445995109
"874",5,1036,11.7981044072039,"1Fam",12144,1268,6,3,"Low",6.94312242281943
"875",5,1131,11.1049572266439,"1Fam",5720,1131,5,3,"Low",7.03085747611612
"876",8,2610,12.623061104073,"1Fam",9000,2610,11,4,"High",7.86710550031674
"877",4,1040,11.7924493497205,"1Fam",25286,1040,5,3,"Low",6.94697599213542
"878",9,2224,12.7656884334656,"1Fam",8834,2224,10,4,"High",7.70706265537047
"879",5,1155,11.9049675527463,"1Fam",11782,1155,6,3,"Medium",7.05185562295589
"880",5,864,11.8240798936072,"1Fam",7000,864,6,3,"Low",6.76157276880406
"881",5,1090,11.9640010843304,"1Fam",7024,1090,5,2,"Medium",6.99393297522319
"882",7,1717,12.1415341243926,"1Fam",13758,1717,7,3,"Medium",7.44833386089748
"883",6,1593,12.0895388292742,"1Fam",9636,1593,7,3,"Medium",7.37337430991005
"884",4,1749,11.6826682395573,"1Fam",6204,2230,10,5,"Low",7.4667994750186
"885",5,892,11.5129254649702,"1Fam",7150,892,5,3,"Low",6.79346613258001
"886",9,1709,12.7035090321771,"TwnhsE",5119,1709,5,2,"High",7.44366368311559
"887",5,1712,11.8844890214027,"Duplex",8393,1712,8,4,"Medium",7.44541755670169
"888",5,1393,11.8167269193019,"1Fam",16466,1393,8,3,"Low",7.23921497377981
"889",8,2217,12.498742259493,"1Fam",15865,2217,8,4,"High",7.70391020961631
"890",6,1505,11.9150516718129,"1Fam",12160,1505,6,2,"Medium",7.31654817718298
"891",5,924,11.7191262955541,"1Fam",8064,924,6,3,"Low",6.82871207164168
"892",6,1683,12.0581525154536,"1Fam",11184,1683,7,3,"Medium",7.42833319419081
"893",6,1068,11.9479493753199,"1Fam",8414,1068,6,3,"Medium",6.97354301952014
"894",5,1383,12.0137007528827,"1Fam",13284,1383,6,3,"Medium",7.23201033166476
"895",5,1535,11.6856847822605,"Duplex",7018,1535,8,4,"Low",7.3362856600213
"896",6,1796,11.8493977015914,"1Fam",7056,1796,8,4,"Medium",7.49331724886215
"897",4,951,11.5759002641316,"1Fam",8765,951,6,2,"Low",6.85751406254539
"898",5,2240,11.8702711838891,"Duplex",7018,2240,12,6,"Medium",7.71423114484909
"899",9,2364,13.3239269468631,"1Fam",12919,2364,11,2,"High",7.76811037852599
"900",5,1236,11.8130300574206,"1Fam",6993,1236,6,3,"Low",7.11963563801764
"901",4,858,11.6082356447746,"1Fam",7340,858,4,2,"Low",6.75460409948796
"902",5,1306,11.9381932003746,"1Fam",8712,1306,5,2,"Medium",7.17472430983638
"903",7,1509,12.1007121298723,"1Fam",7875,1509,8,3,"Medium",7.31920245876785
"904",7,1670,12.3883942023241,"1Fam",14859,1670,7,3,"High",7.4205789054108
"905",5,902,11.740061037554,"1Fam",6173,902,6,3,"Low",6.80461452006262
"906",5,1063,11.7597855429018,"1Fam",9920,1063,6,3,"Low",6.96885037834195
"907",8,1636,12.4490188241406,"1Fam",13501,1636,8,3,"High",7.40000951716269
"908",7,2057,12.4292161968444,"1Fam",11500,2057,6,3,"High",7.62900388965296
"909",5,902,11.7829526021833,"1Fam",8885,902,5,2,"Low",6.80461452006262
"910",6,1484,12.0668105781967,"1Fam",12589,1484,8,3,"Medium",7.30249642372733
"911",5,2274,11.9466540383513,"Duplex",11600,2274,12,5,"Medium",7.72929567431048
"912",5,1268,11.8740903141818,"1Fam",9286,1268,5,3,"Medium",7.14519613499717
"913",5,1015,11.3850920934603,"1Fam",6120,1015,6,3,"Low",6.92264389147589
"914",5,2002,11.8844890214027,"Duplex",6270,2002,8,4,"Medium",7.60190195987517
"915",6,1224,12.0652749169136,"TwnhsE",3000,1224,4,2,"Medium",7.10987946307227
"916",4,1092,11.2252433925184,"Twnhs",2001,1092,6,3,"Low",6.99576615630485
"917",2,480,10.4719498091105,"1Fam",9000,480,4,1,"Low",6.17378610390194
"918",4,1229,11.8130300574206,"1Fam",17140,1229,6,3,"Low",7.11395610956603
"919",7,2127,12.3800259526536,"1Fam",13125,2127,8,4,"High",7.66246781520024
"920",6,1414,12.0810761553555,"1Fam",11029,1414,6,3,"Medium",7.25417784645652
"921",6,1721,12.2110601870412,"1Fam",8462,1721,7,3,"High",7.45066079621154
"922",5,2200,11.8906767345109,"Duplex",8777,2200,9,4,"Medium",7.69621263934641
"923",6,1316,12.0434948907728,"1Fam",10237,1316,6,3,"Medium",7.18235211188526
"924",6,1617,12.170445467887,"TwnhsE",8012,1617,5,2,"High",7.38832785957711
"925",6,1686,12.2428866186529,"1Fam",10240,1686,7,3,"High",7.4301141385618
"926",5,1126,12.0725412529057,"1Fam",15611,1126,6,3,"Medium",7.02642680869964
"927",8,2374,12.5602444592508,"1Fam",11999,2374,10,4,"High",7.77233157516961
"928",7,1978,12.0782392740203,"1Fam",9900,1978,9,4,"Medium",7.58984151218266
"929",8,1788,12.3737034869141,"1Fam",11838,1788,7,3,"High",7.48885295573346
"930",7,2236,12.3104326608544,"1Fam",13006,2236,8,4,"High",7.71244383427499
"931",8,1466,12.2110601870412,"1Fam",8925,1466,7,3,"High",7.2902928824466
"932",5,925,11.6741936125664,"1Fam",9100,925,5,2,"Low",6.82979373751242
"933",9,1905,12.6760762747759,"1Fam",11670,1905,8,3,"High",7.5522372875608
"934",7,1500,12.1547793511426,"1Fam",8487,1500,6,3,"High",7.3132203870903
"935",7,2069,12.3966930051388,"1Fam",27650,2069,9,4,"High",7.63482067774554
"936",4,747,11.2885311317544,"1Fam",5825,747,5,1,"Low",6.61606518513282
"937",7,1200,12.1275704173752,"1Fam",10083,1200,5,2,"Medium",7.09007683577609
"938",7,1971,12.4411447677097,"1Fam",9675,1971,8,3,"High",7.58629630715272
"939",7,1962,12.3875563514251,"1Fam",8760,1962,7,3,"High",7.58171964012531
"940",7,2403,12.4065615062796,"1Fam",24090,2403,10,4,"High",7.78447323573647
"941",6,1728,11.9243726447559,"Duplex",12640,1728,8,4,"Medium",7.454719949364
"942",7,2060,12.273731294004,"1Fam",8755,2060,8,3,"High",7.63046126178363
"943",4,1440,11.9183905730784,"Duplex",7711,1440,8,4,"Medium",7.27239839257005
"944",5,1632,11.870599909242,"Duplex",25000,1632,8,4,"Medium",7.39756153552405
"945",6,1344,11.8313791960888,"1Fam",14375,1344,7,3,"Low",7.20340552108309
"946",5,1749,11.7352686961137,"1Fam",8820,1869,7,2,"Low",7.4667994750186
"947",5,1144,11.870599909242,"1Fam",8163,1144,6,3,"Medium",7.04228617193974
"948",8,1629,12.5061772379805,"1Fam",14536,1629,9,3,"High",7.39572160860205
"949",7,1776,12.16785143271,"1Fam",14006,1776,7,3,"High",7.48211892355212
"950",6,1381,12.1934938633233,"1Fam",9360,1381,5,3,"High",7.23056315340929
"951",5,864,11.7675676833438,"1Fam",7200,864,5,3,"Low",6.76157276880406
